run_index,pair_id,scenario,run_type,group_index,group_type,alice_label,bob_label,batch_size,n_qubits,status,latency_s,session_id,n_delivered,n_sifted,qber,key_final,error_message,progress_pct,phase_label,loss_rate,interceptor_label,retry_enabled,qkdl_url,intercepted,eve_registered,n_intercepted,basis_match_rate,theoretical_eve_qber,eve_detection_correct,group_wall_time_s,timestamp
,,eve,concurrent,16,eve,alice-3,bob-3,20,512,aborted,5.156,3fd0d2c4-42a3-487d-9997-c744488ae33f,512,0,0.20754716981132076,,QBER_TOO_HIGH,0.0,Session aborted,0.0,eve-1,False,http://localhost:8003,True,True,512,0.4824,0.25,True,6.339,2026-05-23T21:10:06.209919
,,eve,concurrent,16,eve,alice-2,bob-2,20,512,aborted,4.999,e0de52e5-5216-44ad-94b6-58657624ecb9,512,0,0.22448979591836735,,QBER_TOO_HIGH,0.0,Session aborted,0.0,eve-1,False,http://localhost:8013,True,True,512,0.5078,0.25,True,6.339,2026-05-23T21:10:07.238615
,,eve,concurrent,16,eve,alice-1,bob-1,20,512,aborted,5.017,a5263171-d709-42c1-a603-7f44578e3146,512,0,0.30612244897959184,,QBER_TOO_HIGH,0.0,Session aborted,0.0,eve-1,False,http://localhost:8023,True,True,512,0.4414,0.25,True,6.339,2026-05-23T21:10:08.278816
,,clean,concurrent,17,clean,alice-3,bob-3,10,1024,done,66.664,ddfb33da-3c5e-488a-89ef-50d484e1f6fe,1024,519,0.0,01000011000101100011000001111110111011111111001001101111101000010111000010000010110100110000001110010111001010101101101101100010111110111000111101111111101111111011011000010110011101010101010001111111010011000001101100011100010001101100010110001011111010000110100010110001001101100011100010100010011000110000111011110110010010001101100001111110110011111100001001110100000010101010011010000101000101000000111001010000,,100.0,Key generated,0.0,,False,http://localhost:8023,False,,,,,,198.97,2026-05-23T21:13:29.306368
,,clean,concurrent,17,clean,alice-2,bob-2,10,1024,done,126.0,0a4dc893-e034-4a71-aa6a-fc9943022bcd,1024,519,0.0,01110010100110010100010011001001100111100001010000000000111010000010110110011011011101001001101001010110010101100110010000110101011001110000010111101001110001011001010011101110100110001100011101101101001010101111001101010100101101000010001011010111100011111101111001011001010010011000001010101111001011010100111001011101010110101001001100111111010010100101110111101011110100011001100101111101011011011111001000001111,,100.0,Key generated,0.0,,False,http://localhost:8013,False,,,,,,198.97,2026-05-23T21:13:29.306541
,,clean,concurrent,17,clean,alice-1,bob-1,10,1024,done,198.058,df7f32b0-41b2-400c-bd09-9d565c116559,1024,510,0.0,000000000101011000111110101000110010010001110101110111010100111101100011001010010011110100010100001101011111101100110111011101010100111010101001001100000101111111010001011010101100001001001110010001100101101110011101101000011000011101111101001111010000000100001001011011100011110100110111100111110100010111010111111111101111111000011101101100011111100101001101101010001100100100100111000111000010010110001111,,100.0,Key generated,0.0,,False,http://localhost:8003,False,,,,,,198.97,2026-05-23T21:13:29.306672
,,eve,concurrent,18,eve,alice-1,bob-1,10,1024,aborted,10.33,25a43b9d-93c2-4d1d-ba20-23061880218c,1024,0,0.25252525252525254,,QBER_TOO_HIGH,0.0,Session aborted,0.0,eve-1,False,http://localhost:8013,True,True,1024,0.5029,0.25,True,12.533,2026-05-23T21:13:44.984053
,,eve,concurrent,18,eve,alice-3,bob-3,10,1024,aborted,10.344,847ad4fc-a993-463f-8fb7-c60aa4120798,1024,0,0.2376237623762376,,QBER_TOO_HIGH,0.0,Session aborted,0.0,eve-1,False,http://localhost:8023,True,True,1024,0.502,0.25,True,12.533,2026-05-23T21:13:46.027211
,,eve,concurrent,18,eve,alice-2,bob-2,10,1024,aborted,10.521,409cebfd-7269-4d31-bd60-48fe15ba6391,1024,0,0.23469387755102042,,QBER_TOO_HIGH,0.0,Session aborted,0.0,eve-1,False,http://localhost:8003,True,True,1024,0.4932,0.25,True,12.533,2026-05-23T21:13:47.079213
,,clean,concurrent,19,clean,alice-2,bob-2,20,1024,done,128.411,a6761f9b-7e23-40a7-8902-77d3180d46ad,1024,468,0.0,011001000011001101011100100110110110111110001100000110111010110111101101101000001101100100101111100010101001001110000010010001000010100100010000101001000011001110111011101110111111110110001111110111001000001100010000010011101010101000000000110101111110011000000101010010101011101111101010001000000100100101011010010010111111111110010110000101010101101100111101101111100110101,,100.0,Key generated,0.0,,False,http://localhost:8023,False,,,,,,263.37,2026-05-23T21:18:12.512316
,,clean,concurrent,19,clean,alice-1,bob-1,20,1024,done,154.04,882a6c40-7b68-43bf-ac98-36b37e2e6adb,1024,525,0.009523809523809525,101000110110010001010000001101111011101001001000101110111100111010000011001101110101011100111110110110000001100110100001011101101110110110111001100000011010110001011100110100010010010011100000000010011000101001010000111100111101100011101011011110100000111101011101110001100011110001000110110111110100110111000000110101010001110001001011011010111010000001110000001100101011000111000011010100001010011000100001100100010000,,100.0,Key generated,0.0,,False,http://localhost:8013,False,,,,,,263.37,2026-05-23T21:18:12.512951
,,clean,concurrent,19,clean,alice-3,bob-3,20,1024,done,261.435,00274e63-4f15-4bd1-af20-ba2e74286989,1024,511,0.0,0101100111000100011010011110100000000000010001000011100011110110101111111100000100110111101011011110100111011001010001001101010001000101011010100011100101011100000111110100000111111101010100000110001101011110110000111100100010000000111001100001100111000000000000001101100110110100010000100100001100100111011111010110000000110001010000001010110001010100100000010111111111000110110100111110100111010011110001001,,100.0,Key generated,0.0,,False,http://localhost:8003,False,,,,,,263.37,2026-05-23T21:18:12.513152
,,eve,concurrent,20,eve,alice-1,bob-1,20,1024,aborted,8.025,c02511c9-3126-4d93-af1c-06d3370d6b77,1024,0,0.22115384615384615,,QBER_TOO_HIGH,0.0,Session aborted,0.0,eve-1,False,http://localhost:8003,True,True,1024,0.5146,0.25,True,8.333,2026-05-23T21:18:24.003794
,,eve,concurrent,20,eve,alice-3,bob-3,20,1024,aborted,7.867,35b1a9c5-10f4-469a-9131-406d12fecbfc,1024,0,0.25252525252525254,,QBER_TOO_HIGH,0.0,Session aborted,0.0,eve-1,False,http://localhost:8013,True,True,1024,0.4951,0.25,True,8.333,2026-05-23T21:18:25.049930
,,eve,concurrent,20,eve,alice-2,bob-2,20,1024,aborted,7.881,d66b368f-87fa-482d-acd7-99a29fe73547,1024,0,0.3235294117647059,,QBER_TOO_HIGH,0.0,Session aborted,0.0,eve-1,False,http://localhost:8023,True,True,1024,0.4912,0.25,True,8.333,2026-05-23T21:18:26.087554
